age,gender,occupation,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_duration_hours,sleep_quality_score,stress_level,caffeine_intake_cups,physical_activity_minutes,mental_fatigue_score,screen_time_group,sleep_group,caffeine_group,age_group
32,Female,Freelancer,4.65,17,7.87,8.41,6.22,0,9,4.51,Medium,Medium,None,30-50
50,Female,Designer,5.15,11,4.06,7.51,5.5,1,72,6.27,Medium,Low,Low,30-50
33,Male,Designer,5.39,27,4.39,7.43,4.44,2,26,4.59,Medium,Low,Low,30-50
28,Male,Freelancer,5.88,18,4.02,7.98,5.73,2,9,5.29,Medium,Low,Low,Under 30
37,Female,Manager,8.22,42,4.08,5.08,9.75,4,31,10,High,Low,High,30-50
55,Male,Freelancer,8.98,80,8.2,4.95,10,0,4,8.72,High,High,None,50+
41,Male,Software Engineer,2.43,98,4.42,9.28,2.21,2,91,2.62,Low,Low,Low,30-50
33,Female,Doctor,7.41,14,7.56,6.91,6.52,3,91,6.48,High,Medium,High,30-50
47,Other,Software Engineer,5.31,68,8.9,5.93,8.74,1,9,8.42,Medium,High,Low,30-50
51,Female,Researcher,4.76,35,8.1,6.78,5.73,4,9,5.43,Medium,High,High,50+
18,Female,Doctor,2.02,96,4.33,6.73,4.61,1,99,3.61,Low,Low,Low,Under 30
41,Male,Researcher,1.58,84,8.47,6.39,5.98,4,45,5.18,Low,High,High,30-50
41,Female,Researcher,9.8,98,8.79,1,10,0,58,10,High,High,None,30-50
26,Male,Student,6.78,41,7.53,4.88,9.26,2,51,10,High,Medium,Low,Under 30
39,Other,Researcher,5.07,90,7.08,5.57,8.6,4,7,6.51,Medium,Medium,High,30-50
29,Female,Designer,7.86,44,7.01,5.66,10,4,14,8.56,High,Medium,High,Under 30
34,Female,Designer,1.82,29,8.1,9.12,1,0,70,2.08,Low,High,None,30-50
42,Female,Doctor,6.47,38,6.77,5.98,8.66,3,112,9.1,High,Medium,High,30-50
45,Male,Software Engineer,6.95,45,5.67,5.39,9.69,1,74,10,High,Low,Low,30-50
32,Other,Software Engineer,5.07,57,8.85,7.98,4.13,2,31,4.56,Medium,High,Low,30-50
47,Male,Teacher,3.27,29,4.24,6.97,6.5,1,115,5.62,Medium,Low,Low,30-50
44,Male,Designer,9.59,108,7.33,5.89,10,2,92,10,High,Medium,Low,30-50
39,Male,Designer,3.71,55,6.93,6.25,7.55,3,42,8.07,Medium,Medium,High,30-50
27,Female,Software Engineer,2.12,84,7.2,7.23,5.06,0,57,4.96,Low,Medium,None,Under 30
48,Female,Designer,6.67,89,7.21,4.66,9.64,4,70,10,High,Medium,High,30-50
44,Male,Software Engineer,6.17,87,4.62,4.64,9.54,2,76,10,High,Low,Low,30-50
29,Male,Teacher,7.79,53,4.67,3.89,10,0,38,10,High,Low,None,Under 30
48,Female,Doctor,7.78,85,4.34,3.97,10,2,61,9.12,High,Low,Low,30-50
49,Male,Researcher,6.58,36,8.69,7.96,4.75,2,46,4.22,High,High,Low,30-50
49,Female,Doctor,2.87,106,7.05,8.26,3.66,4,109,3.85,Low,Medium,High,30-50
58,Female,Teacher,8.98,89,4.39,4.16,10,0,114,9.83,High,Low,None,50+
52,Female,Designer,3.23,21,6.17,7.63,5.58,1,114,5.2,Medium,Medium,Low,50+
38,Female,Freelancer,1.85,109,5.8,9.68,1,4,34,2.78,Low,Low,High,30-50
27,Male,Student,3.71,96,4.74,4.87,6.63,1,111,5.4,Medium,Low,Low,Under 30
33,Other,Designer,5.35,23,8.11,6.55,6.56,1,89,4.69,Medium,High,Low,30-50
24,Male,Researcher,2.86,68,7.88,4.9,6.67,4,88,7.76,Low,Medium,High,Under 30
21,Male,Software Engineer,4,87,6.32,8.26,4.73,3,49,4.67,Medium,Medium,High,Under 30
44,Male,Manager,5.62,98,6.61,6.43,7.03,3,12,6.05,Medium,Medium,High,30-50
42,Other,Researcher,3.91,85,6.18,7,4.91,4,40,4.78,Medium,Medium,High,30-50
48,Female,Student,1.8,32,6.76,8.01,3.63,3,76,5.57,Low,Medium,High,30-50
28,Male,Teacher,2.77,16,7.66,10,2.58,4,40,3.52,Low,Medium,High,Under 30
37,Female,Doctor,8.15,115,8.38,4.52,10,2,8,10,High,High,Low,30-50
53,Male,Doctor,9.59,61,6.96,4.15,10,0,38,9.42,High,Medium,None,50+
34,Other,Freelancer,2.34,11,4.63,10,1.42,4,93,1.98,Low,Low,High,30-50
28,Male,Designer,7.13,29,7.86,7.08,7.94,0,112,7.41,High,Medium,None,Under 30
47,Female,Doctor,9.15,89,5.86,2.83,10,2,58,10,High,Low,Low,30-50
52,Female,Researcher,3.69,12,7.15,8.7,2.69,2,115,3.29,Medium,Medium,Low,50+
58,Male,Designer,8.47,5,4.99,4.4,10,3,22,9.77,High,Low,High,50+
55,Female,Freelancer,9.14,66,4.82,5.74,10,1,24,9.14,High,Low,Low,50+
39,Male,Freelancer,3.7,10,4.26,9.71,2.61,3,26,4.57,Medium,Low,High,30-50
44,Female,Software Engineer,1.51,106,5.57,5.73,5.77,0,69,5.35,Low,Low,None,30-50
54,Female,Software Engineer,9.25,59,6.99,4.64,10,3,7,10,High,Medium,High,50+
52,Female,Teacher,3.97,116,5.59,5.6,7.78,1,38,7.84,Medium,Low,Low,50+
21,Male,Manager,1.12,9,5.2,8.05,2.26,2,98,2.57,Low,Low,Low,Under 30
33,Other,Software Engineer,5.27,74,8.97,7.68,7.36,3,32,7.53,Medium,High,High,30-50
33,Male,Designer,2.04,15,8.99,7.76,4.07,0,107,3.19,Low,High,None,30-50
38,Female,Doctor,9.12,83,7.02,3.15,10,4,55,9.05,High,Medium,High,30-50
43,Female,Software Engineer,2.39,41,5.62,7.42,3.78,2,22,4.21,Low,Low,Low,30-50
53,Female,Software Engineer,3.74,43,8.31,5.87,6.39,3,34,7.21,Medium,High,High,50+
36,Female,Designer,8.11,18,7.68,6.17,8.99,0,67,10,High,Medium,None,30-50
34,Male,Freelancer,8.26,72,7.08,3.85,10,1,12,9.84,High,Medium,Low,30-50
43,Female,Software Engineer,9.11,99,8.54,3.89,10,0,16,9.34,High,High,None,30-50
39,Male,Doctor,5.48,14,6.23,6.64,5.49,0,39,7.02,Medium,Medium,None,30-50
45,Male,Manager,9.88,86,5.28,4.73,10,2,117,10,High,Low,Low,30-50
18,Female,Doctor,5.65,84,8.84,6.61,6.45,2,75,4.31,Medium,High,Low,Under 30
53,Female,Freelancer,8.12,38,8.3,5.4,10,4,116,10,High,High,High,50+
54,Male,Manager,4.26,4,8.56,7.21,5.85,3,13,5.66,Medium,High,High,50+
19,Female,Doctor,9.47,114,8.59,2.44,10,3,37,9.08,High,High,High,Under 30
34,Male,Researcher,7.17,85,5.91,3.78,9.47,0,95,10,High,Low,None,30-50
57,Male,Researcher,1.69,30,8.3,8.19,2.85,3,64,3.52,Low,High,High,50+
55,Male,Freelancer,1.98,78,8.45,5.95,5.49,2,110,5.19,Low,High,Low,50+
38,Female,Doctor,9.02,27,6.74,4.67,10,2,34,6.69,High,Medium,Low,30-50
26,Female,Student,8.29,37,7.13,5.87,9.94,3,96,9.27,High,Medium,High,Under 30
30,Female,Freelancer,3.97,51,6.89,6.73,6.32,1,52,7.78,Medium,Medium,Low,30-50
28,Male,Doctor,5.69,14,4.08,5.28,9.15,3,118,8.93,Medium,Low,High,Under 30
33,Female,Freelancer,8.67,112,6.68,3.53,10,0,9,10,High,Medium,None,30-50
33,Male,Freelancer,1.93,18,4.19,9.28,2.75,2,77,2.72,Low,Low,Low,30-50
19,Female,Student,2.24,34,6.26,9.01,1.73,4,73,1.87,Low,Medium,High,Under 30
59,Female,Doctor,7.44,81,4.23,3.44,10,2,0,10,High,Low,Low,50+
25,Male,Freelancer,1.74,73,6.28,8.73,3.14,4,87,4.83,Low,Medium,High,Under 30
59,Female,Freelancer,4.17,14,5.52,8.38,4.42,3,71,4.63,Medium,Low,High,50+
30,Other,Doctor,3.27,113,7.87,6.06,5.72,0,42,5.48,Medium,Medium,None,30-50
34,Male,Designer,7.84,87,6.4,5.26,8.57,0,101,9.65,High,Medium,None,30-50
56,Female,Manager,1.02,46,6.56,7.42,4.07,0,17,3.46,Low,Medium,None,50+
41,Female,Doctor,2.04,55,8.52,5.41,4.78,1,68,5.42,Low,High,Low,30-50
20,Male,Software Engineer,1.89,114,6.41,6.38,2.55,3,39,3.52,Low,Medium,High,Under 30
47,Female,Doctor,3.86,19,4.78,7.64,4.1,1,61,3.25,Medium,Low,Low,30-50
30,Female,Researcher,3.09,100,4.56,6.84,5.84,4,14,5.64,Medium,Low,High,30-50
36,Male,Teacher,3.05,74,5.53,4.33,7.45,1,68,6.63,Medium,Low,Low,30-50
24,Male,Researcher,4.33,8,5.33,7.6,4.84,0,59,5.83,Medium,Low,None,Under 30
26,Other,Designer,2.93,4,8.09,8.01,2.8,2,85,2.65,Low,High,Low,Under 30
36,Female,Designer,1.96,10,7.79,10,1.3,0,90,2.51,Low,Medium,None,30-50
57,Male,Doctor,6.25,117,4.29,5.18,8.96,3,33,10,High,Low,High,50+
39,Male,Teacher,9.57,102,5,3.84,10,3,34,9.93,High,Low,High,30-50
35,Female,Freelancer,6.46,90,6.24,5.75,6.61,0,88,6.31,High,Medium,None,30-50
40,Male,Manager,7.81,1,4.44,7.8,8.6,0,60,10,High,Low,None,30-50
19,Male,Doctor,9.75,51,4.83,4.75,10,3,58,10,High,Low,High,Under 30
28,Female,Software Engineer,2.38,117,8.54,8.18,4.29,1,1,5.21,Low,High,Low,Under 30
48,Female,Freelancer,5.14,19,6.71,5.37,8.1,1,22,7.43,Medium,Medium,Low,30-50
50,Male,Designer,6.24,20,7.98,8.32,5.3,3,20,5.89,High,Medium,High,30-50
31,Male,Freelancer,3.9,50,5.65,6.6,5.89,0,4,6.1,Medium,Low,None,30-50
33,Female,Designer,6.52,113,5.87,4.12,10,0,90,10,High,Low,None,30-50
28,Male,Manager,6.61,29,8.29,6.52,8.23,3,17,8,High,High,High,Under 30
50,Male,Teacher,8.58,47,7.29,4.7,10,3,33,10,High,Medium,High,30-50
24,Male,Student,8.49,0,7.39,5.51,10,1,99,10,High,Medium,Low,Under 30
48,Male,Manager,2.28,34,7.19,8.86,3.32,3,109,3.21,Low,Medium,High,30-50
31,Male,Teacher,2.52,25,6.71,7.62,4.88,0,101,4.03,Low,Medium,None,30-50
45,Other,Researcher,3,95,8.96,7.3,5.03,0,26,5.31,Medium,High,None,30-50
33,Male,Freelancer,3.35,8,8.47,6.41,5.64,3,50,5.41,Medium,High,High,30-50
36,Male,Software Engineer,6.08,112,7.55,5.64,8.02,4,27,7.55,High,Medium,High,30-50
34,Male,Teacher,3.95,39,7.39,7.74,5.24,0,78,4.41,Medium,Medium,None,30-50
43,Female,Manager,9.58,20,4.42,4.38,10,1,88,9.59,High,Low,Low,30-50
23,Female,Student,2.06,79,6.43,6.55,5.06,4,82,5.57,Low,Medium,High,Under 30
26,Male,Freelancer,3.22,11,6.48,7.36,3.86,4,16,2.89,Medium,Medium,High,Under 30
34,Female,Software Engineer,8.81,99,4.26,3.27,10,2,96,10,High,Low,Low,30-50
48,Male,Software Engineer,6.26,36,7.78,5.48,8.95,4,0,8.48,High,Medium,High,30-50
29,Female,Researcher,5.93,90,4.01,5.51,8.75,3,26,9.61,Medium,Low,High,Under 30
40,Male,Student,6.35,70,6.13,5.92,7.1,2,58,7.71,High,Medium,Low,30-50
22,Male,Researcher,3.27,93,8.52,7.16,3.58,1,73,4.34,Medium,High,Low,Under 30
53,Male,Doctor,7.85,23,5.7,4.87,9.9,4,38,9.13,High,Low,High,50+
53,Male,Teacher,5.47,49,6.91,6.83,5.97,2,53,7.76,Medium,Medium,Low,50+
20,Female,Manager,1.38,53,5.54,6.79,4.41,0,73,4.48,Low,Low,None,Under 30
41,Male,Software Engineer,2.59,93,4.89,5.09,7.19,4,95,7.11,Low,Low,High,30-50
34,Female,Manager,8.35,83,7.65,5.23,10,2,53,10,High,Medium,Low,30-50
56,Male,Teacher,4.11,109,5.02,4.58,8.1,0,84,9.88,Medium,Low,None,50+
43,Female,Freelancer,7.96,103,4.36,2.35,10,2,71,8.5,High,Low,Low,30-50
21,Male,Student,6.97,108,6.18,2.87,10,0,72,10,High,Medium,None,Under 30
29,Female,Researcher,3.71,27,7.54,8,3.41,3,113,3.84,Medium,Medium,High,Under 30
18,Male,Designer,2.14,3,6.9,9.06,4.53,0,35,4.61,Low,Medium,None,Under 30
38,Male,Student,8.26,11,5.22,6.06,8.18,4,17,9.58,High,Low,High,30-50
36,Male,Teacher,6.79,66,8.09,5.76,9.01,4,4,8.27,High,High,High,30-50
38,Female,Software Engineer,3.71,36,4.49,6.88,6.78,4,45,7.14,Medium,Low,High,30-50
35,Female,Freelancer,5.71,3,7.35,6.49,6.17,4,118,7.23,Medium,Medium,High,30-50
20,Male,Teacher,6.51,14,7.03,4.68,9.78,1,85,9.66,High,Medium,Low,Under 30
49,Male,Freelancer,1.02,27,8.49,9.75,3.14,4,77,3.59,Low,High,High,30-50
27,Male,Designer,7.03,36,6.63,6.14,7.89,4,95,7.37,High,Medium,High,Under 30
57,Male,Software Engineer,6.9,8,8.09,5.4,8.73,2,111,8.92,High,High,Low,50+
32,Female,Freelancer,1.74,13,5.08,10,1.39,1,31,1.78,Low,Low,Low,30-50
22,Male,Designer,8.09,95,6.73,2.81,10,1,75,10,High,Medium,Low,Under 30
21,Male,Freelancer,8.43,111,6.66,4.22,10,4,68,10,High,Medium,High,Under 30
45,Female,Doctor,3.61,66,5.48,4.9,6.25,2,115,7.08,Medium,Low,Low,30-50
21,Male,Manager,2.46,110,4.03,5.74,6.82,2,91,6.16,Low,Low,Low,Under 30
32,Male,Student,7.18,81,7.72,3.2,10,0,27,10,High,Medium,None,30-50
34,Female,Doctor,2.11,49,5.98,8.91,2.79,2,92,2.91,Low,Low,Low,30-50
20,Male,Teacher,8.72,77,5.5,6.71,9.81,2,113,10,High,Low,Low,Under 30
27,Female,Researcher,5.32,24,4.97,5.81,7.21,0,97,7.77,Medium,Low,None,Under 30
59,Female,Doctor,9.19,38,8.26,3.95,10,2,16,9.5,High,High,Low,50+
40,Male,Student,6.78,25,5.67,8.6,6.5,0,53,6.56,High,Low,None,30-50
35,Male,Software Engineer,3.57,59,5.02,6.45,4.84,2,13,3.48,Medium,Low,Low,30-50
18,Male,Manager,5.21,51,6.62,8.07,4.87,4,39,5.01,Medium,Medium,High,Under 30
52,Male,Designer,5.76,69,7.91,6.73,5.72,1,79,6.08,Medium,Medium,Low,50+
48,Female,Freelancer,8.34,25,7.01,6.12,10,1,84,10,High,Medium,Low,30-50
18,Male,Researcher,8.76,47,8.8,6.73,8.78,4,90,8.18,High,High,High,Under 30
20,Female,Software Engineer,7.15,53,8.78,6.21,9.12,2,13,7.69,High,High,Low,Under 30
20,Female,Manager,3.65,114,8.51,4.71,9.31,4,107,9.84,Medium,High,High,Under 30
54,Female,Doctor,5.76,40,6.83,5.53,7.17,1,1,6.94,Medium,Medium,Low,50+
36,Female,Teacher,2.18,115,7.84,5.97,4.59,1,6,5.76,Low,Medium,Low,30-50
46,Female,Doctor,3.07,0,5.44,7.63,3.58,4,82,2.82,Medium,Low,High,30-50
42,Female,Student,3.73,113,6.88,7.35,6.29,2,21,4.57,Medium,Medium,Low,30-50
50,Female,Student,1.65,20,4.33,7.94,2.93,1,17,3.75,Low,Low,Low,30-50
53,Male,Teacher,8.96,77,5.32,4.57,10,4,117,9.91,High,Low,High,50+
46,Female,Manager,2.1,109,5.63,6.58,7.45,1,92,8.21,Low,Low,Low,30-50
43,Female,Software Engineer,7.27,71,5.81,5.67,7.78,4,87,6.97,High,Low,High,30-50
21,Male,Freelancer,5.55,118,4.81,4.06,9.01,1,7,8.28,Medium,Low,Low,Under 30
31,Other,Freelancer,8.49,24,4.42,6.95,9.62,4,98,10,High,Low,High,30-50
44,Female,Student,7.67,112,6.89,5.95,8.68,3,98,9.99,High,Medium,High,30-50
50,Female,Student,7.84,17,6.46,4.96,8.99,2,42,8.43,High,Medium,Low,30-50
39,Male,Teacher,4.77,14,6.92,6.93,5.13,1,99,4.51,Medium,Medium,Low,30-50
20,Other,Software Engineer,8.51,41,4.65,4.4,10,2,37,10,High,Low,Low,Under 30
40,Female,Researcher,1.85,19,8.74,9.51,1,3,73,1,Low,High,High,30-50
38,Female,Researcher,5,15,6.07,7.59,5.2,3,54,6.02,Medium,Medium,High,30-50
58,Female,Doctor,9.95,6,6.25,4.31,10,3,49,9.92,High,Medium,High,50+
40,Male,Designer,9.53,92,6.73,2.9,10,2,48,10,High,Medium,Low,30-50
21,Male,Teacher,1.74,94,7.45,8.78,2.77,1,105,3.37,Low,Medium,Low,Under 30
38,Female,Software Engineer,6.16,92,5.92,6,7.6,1,95,7.66,High,Low,Low,30-50
54,Male,Designer,3.84,80,4.72,7.23,5.96,2,35,7.15,Medium,Low,Low,50+
48,Female,Freelancer,7.56,4,7.92,7.45,5.94,0,29,4.42,High,Medium,None,30-50
38,Male,Teacher,7.62,17,5.3,5.82,8.9,4,78,9.9,High,Low,High,30-50
43,Male,Doctor,1,77,6.21,9.6,1.9,1,15,2.62,Low,Medium,Low,30-50
58,Male,Doctor,8.61,94,7.16,4.15,10,3,101,10,High,Medium,High,50+
52,Male,Software Engineer,3.01,113,8.83,5.93,6.28,2,86,4.69,Medium,High,Low,50+
55,Male,Software Engineer,9.69,17,4.17,4.78,10,1,78,10,High,Low,Low,50+
41,Male,Doctor,9.15,63,6.59,3.67,10,3,69,9.65,High,Medium,High,30-50
28,Male,Doctor,2.72,110,8.68,5.8,5.98,3,70,6.59,Low,High,High,Under 30
58,Female,Teacher,6.73,24,5.28,5.11,10,3,78,10,High,Low,High,50+
46,Female,Manager,3.67,74,4.56,4.3,7.42,1,23,7.41,Medium,Low,Low,30-50
20,Male,Freelancer,1.93,25,6.98,8.6,1.3,1,66,1.63,Low,Medium,Low,Under 30
18,Female,Manager,8.87,68,4.76,4.87,10,2,52,9.5,High,Low,Low,Under 30
36,Male,Software Engineer,2.63,15,8.39,6.99,4.73,2,55,5.13,Low,High,Low,30-50
39,Male,Designer,4.79,62,7.62,5.24,7.72,2,47,8.7,Medium,Medium,Low,30-50
31,Female,Doctor,9.32,71,4.61,3.89,10,0,77,10,High,Low,None,30-50
31,Male,Designer,1.68,76,6.89,8.79,1.41,1,20,2.5,Low,Medium,Low,30-50
33,Male,Software Engineer,5.96,57,4.14,5.38,6.63,1,8,6.45,Medium,Low,Low,30-50
50,Male,Freelancer,6.15,95,8.23,6.13,8.48,2,55,7.81,High,High,Low,30-50
30,Other,Software Engineer,7.87,117,5.03,5.93,8.57,0,40,7.7,High,Low,None,30-50
55,Male,Student,8.44,26,7.66,3.6,10,1,111,10,High,Medium,Low,50+
29,Female,Doctor,4.82,48,4.53,8.75,6.25,2,42,5.68,Medium,Low,Low,Under 30
55,Male,Freelancer,7.69,89,6.36,6.26,6.74,1,11,6.32,High,Medium,Low,50+
56,Male,Manager,9.19,72,8.65,4.28,10,0,114,10,High,High,None,50+
50,Female,Manager,8.98,46,4.37,6.45,10,4,23,10,High,Low,High,30-50
50,Male,Researcher,5.52,70,5.48,6.4,8.58,3,43,8.88,Medium,Low,High,30-50
46,Female,Software Engineer,6.46,49,7.91,4.69,8.88,2,104,8.61,High,Medium,Low,30-50
22,Female,Software Engineer,7.06,45,6.32,4.66,10,3,19,10,High,Medium,High,Under 30
23,Male,Doctor,8.37,7,7.25,4.63,10,2,34,9.58,High,Medium,Low,Under 30
48,Male,Student,5.57,1,8.06,8.15,5.84,0,34,7.12,Medium,High,None,30-50
33,Female,Student,2.01,17,7.92,9.75,1,4,97,2.05,Low,Medium,High,30-50
48,Male,Student,4.47,35,5.98,8.46,4.44,4,91,5.38,Medium,Low,High,30-50
42,Male,Student,7.48,87,6.15,4.01,10,2,48,9.63,High,Medium,Low,30-50
50,Male,Freelancer,6.61,118,6.86,6.5,8.37,1,4,7.8,High,Medium,Low,30-50
30,Female,Teacher,7.78,97,4.61,4.4,9.45,1,47,10,High,Low,Low,30-50
27,Female,Doctor,5.5,41,8.35,8.26,4.7,1,46,2.45,Medium,High,Low,Under 30
41,Female,Doctor,2.57,101,4.47,7.37,3.36,4,81,4.6,Low,Low,High,30-50
27,Male,Doctor,2.04,10,4.92,8.07,3.47,4,54,3.11,Low,Low,High,Under 30
58,Female,Freelancer,5.33,58,8.72,7.31,6.77,1,72,8.01,Medium,High,Low,50+
48,Male,Manager,2.85,51,5.41,7.82,4.27,3,69,5.19,Low,Low,High,30-50
30,Male,Freelancer,9.84,73,5.22,1.44,10,4,70,9.85,High,Low,High,30-50
20,Female,Student,2.79,92,6.13,6.86,4.86,1,110,3.69,Low,Medium,Low,Under 30
51,Female,Student,6.1,48,7.62,4.76,8.35,0,0,7.49,High,Medium,None,50+
45,Female,Manager,1.02,55,5.83,8.75,1.24,3,93,1.18,Low,Low,High,30-50
36,Male,Researcher,3.28,103,8.37,7.32,4.03,2,21,2.95,Medium,High,Low,30-50
40,Female,Freelancer,3.33,69,4.75,6.4,5.52,4,96,6.14,Medium,Low,High,30-50
49,Female,Manager,7.64,111,4.59,4.11,9.5,0,35,10,High,Low,None,30-50
30,Male,Software Engineer,5.46,73,4.39,6.35,7.38,1,112,9.27,Medium,Low,Low,30-50
50,Male,Teacher,1.11,29,5.49,8.3,2.81,0,116,4.39,Low,Low,None,30-50
51,Male,Manager,4.41,54,5,6.86,6.26,4,62,4.99,Medium,Low,High,50+
50,Male,Doctor,6.8,27,6.31,4.17,10,4,4,10,High,Medium,High,30-50
22,Female,Teacher,6.73,92,8.98,4.38,10,3,46,10,High,High,High,Under 30
20,Male,Freelancer,1.48,50,8.34,9,1.89,3,90,3.4,Low,High,High,Under 30
24,Female,Manager,9.36,88,8.47,3.65,10,1,49,9,High,High,Low,Under 30
41,Female,Researcher,3.22,99,8.15,6.05,4.71,2,55,5.01,Medium,High,Low,30-50
39,Female,Doctor,9.02,26,5.36,5.1,10,3,108,9.35,High,Low,High,30-50
40,Male,Student,2.92,97,5.13,5.67,6.42,0,83,6.53,Low,Low,None,30-50
47,Other,Freelancer,6.11,51,7.66,5.12,9.36,0,97,9.99,High,Medium,None,30-50
35,Male,Student,4.65,33,6.99,7.26,5,2,35,5.67,Medium,Medium,Low,30-50
49,Female,Doctor,6.23,31,5.03,5.98,8.93,4,84,8.52,High,Low,High,30-50
24,Female,Researcher,5.48,43,8.84,6.41,7.5,0,14,7.01,Medium,High,None,Under 30
50,Male,Designer,1.02,3,6.12,10,1.69,4,81,3.05,Low,Medium,High,30-50
22,Female,Freelancer,4.16,47,8.07,7.51,4.91,3,116,4.96,Medium,High,High,Under 30
45,Female,Student,1.1,97,4.37,6.51,4,4,48,4.05,Low,Low,High,30-50
25,Female,Researcher,7.15,15,4.18,5.01,9.39,4,85,8.09,High,Low,High,Under 30
32,Female,Researcher,8.68,59,6.28,5.42,10,1,38,9.61,High,Medium,Low,30-50
21,Female,Software Engineer,4.46,46,4.6,7.39,4.05,1,113,5.1,Medium,Low,Low,Under 30
51,Male,Manager,5.72,109,8.9,5.53,9.21,3,69,9.43,Medium,High,High,50+
22,Female,Student,1.59,74,8.06,8.91,3.27,0,108,1,Low,High,None,Under 30
50,Female,Software Engineer,4.47,14,6.27,9.25,5.43,1,15,4.33,Medium,Medium,Low,30-50
22,Male,Researcher,2.25,119,8.9,8.24,3.9,0,53,5.09,Low,High,None,Under 30
55,Female,Teacher,1.58,101,5.19,10,1,1,109,2.57,Low,Low,Low,50+
51,Female,Freelancer,2.55,93,7.39,8.02,4.36,1,91,3.92,Low,Medium,Low,50+
43,Female,Student,8.84,55,4.09,4.63,10,0,29,10,High,Low,None,30-50
18,Male,Manager,9.84,90,5.86,2.86,10,2,101,9.14,High,Low,Low,Under 30
21,Male,Student,8.91,15,4.4,5.7,9.87,1,57,10,High,Low,Low,Under 30
56,Male,Manager,9.73,0,5.84,6.52,10,1,110,9.76,High,Low,Low,50+
43,Male,Teacher,7.58,24,5.9,5.93,7.55,3,73,7.61,High,Low,High,30-50
50,Female,Manager,2.44,63,5.88,6.83,4.34,2,73,3.28,Low,Low,Low,30-50
50,Male,Software Engineer,6.07,91,6.07,5.68,9.94,0,66,9.47,High,Medium,None,30-50
25,Male,Designer,7.58,42,7.08,6.29,7.65,2,40,8.4,High,Medium,Low,Under 30
37,Female,Freelancer,5.62,13,4.95,6.77,8.33,0,110,9.57,Medium,Low,None,30-50
33,Male,Manager,5.99,97,5.17,6.89,5.19,4,17,6.6,Medium,Low,High,30-50
38,Male,Freelancer,6.28,119,7.23,3.88,10,3,85,9.82,High,Medium,High,30-50
43,Female,Manager,5.2,47,6.33,5.99,8.4,3,62,9.41,Medium,Medium,High,30-50
40,Female,Freelancer,3.62,67,4.81,7.54,3.7,3,28,3.66,Medium,Low,High,30-50
35,Female,Software Engineer,6.73,13,7.94,7.21,7.29,4,71,7.48,High,Medium,High,30-50
48,Female,Researcher,1.48,79,8.65,8.15,1.46,0,59,1.44,Low,High,None,30-50
59,Male,Freelancer,2.54,14,6.33,7.21,3.45,2,116,2.91,Low,Medium,Low,50+
29,Female,Doctor,9.33,97,7.07,4.28,10,1,71,9.9,High,Medium,Low,Under 30
18,Male,Doctor,5.4,76,8.08,7.75,7.7,4,2,6.18,Medium,High,High,Under 30
59,Male,Doctor,8.4,16,8.82,6.34,10,1,117,9.56,High,High,Low,50+
26,Male,Manager,7.54,91,8.85,6.2,7.46,3,93,7.84,High,High,High,Under 30
20,Male,Teacher,3.89,51,8.61,6.36,7,3,9,5.25,Medium,High,High,Under 30
43,Male,Software Engineer,8.23,9,8.08,7.69,6.48,2,71,3.81,High,High,Low,30-50
26,Female,Manager,1.82,110,6.13,7.68,4.92,1,56,4.34,Low,Medium,Low,Under 30
59,Female,Freelancer,8.87,16,7.35,4.83,9.9,1,70,9.94,High,Medium,Low,50+
33,Male,Student,7.13,7,7.82,5.86,9.92,1,101,8.79,High,Medium,Low,30-50
41,Female,Manager,9.34,1,4.46,6.4,9.35,3,118,9.07,High,Low,High,30-50
31,Female,Doctor,9.06,55,4.58,6.26,7.8,2,102,7.3,High,Low,Low,30-50
20,Male,Software Engineer,4.42,64,7.53,6.5,6.34,4,18,6.13,Medium,Medium,High,Under 30
51,Male,Student,8.71,54,7.33,6.23,9,0,13,6.17,High,Medium,None,50+
50,Male,Researcher,6.07,118,8.02,5.91,8.89,4,49,9.22,High,High,High,30-50
41,Male,Software Engineer,2.41,68,4.92,7.7,3,3,32,5.49,Low,Low,High,30-50
26,Female,Teacher,8.47,98,8.68,4,10,1,63,9.22,High,High,Low,Under 30
30,Male,Doctor,9.17,85,5.19,5.59,10,4,110,9.46,High,Low,High,30-50
19,Male,Designer,1.76,106,4.68,7.67,2.63,3,91,3.84,Low,Low,High,Under 30
24,Male,Manager,9.37,79,5.62,6.09,9.71,4,83,8.83,High,Low,High,Under 30
38,Female,Freelancer,6.41,116,8.04,3.59,10,1,39,10,High,High,Low,30-50
36,Male,Doctor,1.23,72,4.14,7.45,3.8,1,107,3.4,Low,Low,Low,30-50
42,Female,Doctor,5.88,35,5.13,7.07,6.25,3,64,5.56,Medium,Low,High,30-50
39,Male,Teacher,8.17,8,8.78,5.45,10,0,89,9.95,High,High,None,30-50
28,Female,Student,5.8,13,4.09,6.28,7.06,2,73,5.39,Medium,Low,Low,Under 30
50,Female,Doctor,7.37,73,5.39,4.96,9.76,0,31,9.8,High,Low,None,30-50
49,Female,Student,8.92,21,5.63,5.46,10,3,112,9.46,High,Low,High,30-50
38,Female,Student,8.83,15,8.62,6.33,9.74,3,31,9.38,High,High,High,30-50
56,Female,Teacher,2.61,40,8.26,8.5,3.96,3,19,3.54,Low,High,High,50+
